"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1974","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","22.9","","","","1"
"1975","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","25.6","","","","1"
"1976","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","28.1","","","","1"
"1977","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","29.7","","","","1"
"1978","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","31.7","","","","1"
"1979","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","34.8","","","","1"
"1980","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","38.3","","","","1"
"1981","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","42.8","","","","1"
"1982","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","47.9","","","","1"
"1983","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","52.0","","","","1"
"1984","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","54.9","","","","1"
"1985","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","57.8","","","","1"
"1986","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","61.0","","","","1"
"1987","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","65.0","","","","1"
"1988","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","69.0","","","","1"
"1989","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","72.6","","","","1"
"1990","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","76.4","","","","1"
"1991","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","80.4","","","","1"
"1992","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","83.3","","","","1"
"1993","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","85.6","","","","1"
"1994","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","86.8","","","","1"
"1995","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","87.4","","","","1"
"1996","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","88.3","","","","1"
"1997","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","89.4","","","","1"
"1998","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","91.5","","","","1"
"1999","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","93.5","","","","1"
"2000","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","95.7","","","","1"
"2001","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","98.2","","","","1"
"2002","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","100.0","","","","1"
"2003","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","101.8","","","","1"
"2004","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","103.7","","","","1"
"2005","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","106.4","","","","1"
"2006","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","108.7","","","","1"
"2007","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","110.8","","","","1"
"2008","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","112.8","","","","1"
"2009","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","115.9","","","","1"
"2010","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","118.5","","","","1"
"2011","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","120.0","","","","1"
"2012","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","120.7","","","","1"
"2013","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","120.5","","","","1"
"2014","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","121.6","","","","1"
"2015","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","123.1","","","","1"
"2016","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","124.7","","","","1"
"2017","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","127.0","","","","1"
"2018","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","128.1","","","","1"
"2019","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","129.6","","","","1"
"1985","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","80.2","","","","1"
"1986","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","82.2","","","","1"
"1987","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","84.9","","","","1"
"1988","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","88.8","","","","1"
"1989","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","95.4","","","","1"
"1990","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","98.1","","","","1"
"1991","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","101.0","","","","1"
"1992","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","100.1","","","","1"
"1993","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","101.0","","","","1"
"1994","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","101.4","","","","1"
"1995","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","99.0","","","","1"
"1996","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","98.5","","","","1"
"1997","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","99.2","","","","1"
"1998","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","99.4","","","","1"
"1999","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","101.1","","","","1"
"2000","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","101.7","","","","1"
"2001","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","102.3","","","","1"
"2002","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","100.0","","","","1"
"2003","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","101.2","","","","1"
"2004","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","98.2","","","","1"
"2005","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","96.9","","","","1"
"2006","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","92.8","","","","1"
"2007","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","89.8","","","","1"
"2008","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","92.5","","","","1"
"2009","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","91.3","","","","1"
"2010","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","91.4","","","","1"
"2011","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","91.9","","","","1"
"2012","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","93.6","","","","1"
"2013","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","93.9","","","","1"
"2014","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","93.0","","","","1"
"2015","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","92.5","","","","1"
"2016","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","93.1","","","","1"
"2017","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","91.0","","","","1"
"2018","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","90.8","","","","1"
"2019","Canada","2016A000011124","Toys, games (excluding video games) and hobby supplies","2002=100","17","units","0","v41713393","2.304","90.7","","","","1"
"1995","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","390.0","","","","1"
"1996","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","357.7","","","","1"
"1997","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","305.1","","","","1"
"1998","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","239.7","","","","1"
"1999","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","174.8","","","","1"
"2000","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","146.7","","","","1"
"2001","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","122.6","","","","1"
"2002","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","100.0","","","","1"
"2003","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","90.2","","","","1"
"2004","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","75.1","","","","1"
"2005","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","59.5","","","","1"
"2006","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","49.1","","","","1"
"2007","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","40.7","","","","1"
"2008","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","35.3","","","","1"
"2009","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","31.6","","","","1"
"2010","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","27.5","","","","1"
"2011","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","24.4","","","","1"
"2012","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","22.9","","","","1"
"2013","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","22.1","","","","1"
"2014","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","21.0","","","","1"
"2015","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","20.9","","","","1"
"2016","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","20.6","","","","1"
"2017","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","19.9","","","","1"
"2018","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","19.0","","","","1"
"2019","Canada","2016A000011124","Digital computing equipment and devices","2002=100","17","units","0","v41693473","2.224","18.5","","","","1"
"1985","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","173.2","","","","1"
"1986","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","168.5","","","","1"
"1987","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","166.5","","","","1"
"1988","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","163.3","","","","1"
"1989","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","163.3","","","","1"
"1990","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","160.8","","","","1"
"1991","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","157.0","","","","1"
"1992","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","146.6","","","","1"
"1993","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","142.2","","","","1"
"1994","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","139.3","","","","1"
"1995","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","136.9","","","","1"
"1996","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","129.9","","","","1"
"1997","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","124.8","","","","1"
"1998","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","120.8","","","","1"
"1999","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","116.3","","","","1"
"2000","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","111.4","","","","1"
"2001","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","103.9","","","","1"
"2002","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","100.0","","","","1"
"2003","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","94.9","","","","1"
"2004","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","86.5","","","","1"
"2005","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","81.4","","","","1"
"2006","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","72.9","","","","1"
"2007","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","66.2","","","","1"
"2008","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","60.1","","","","1"
"2009","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","54.5","","","","1"
"2010","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","46.7","","","","1"
"2011","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","41.1","","","","1"
"2012","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","35.6","","","","1"
"2013","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","32.5","","","","1"
"2014","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","30.5","","","","1"
"2015","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","28.9","","","","1"
"2016","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","27.6","","","","1"
"2017","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","25.5","","","","1"
"2018","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","23.6","","","","1"
"2019","Canada","2016A000011124","Video equipment","2002=100","17","units","0","v41693484","2.236","21.9","","","","1"
"1974","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","16.0","","","","1"
"1975","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","17.0","","","","1"
"1976","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","17.9","","","","1"
"1977","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","18.7","","","","1"
"1978","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","19.8","","","","1"
"1979","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","20.7","","","","1"
"1980","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","22.1","","","","1"
"1981","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","24.1","","","","1"
"1982","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","26.5","","","","1"
"1983","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","29.3","","","","1"
"1984","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","31.0","","","","1"
"1985","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","33.1","","","","1"
"1986","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","35.0","","","","1"
"1987","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","36.8","","","","1"
"1988","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","38.8","","","","1"
"1989","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","40.8","","","","1"
"1990","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","44.5","","","","1"
"1991","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","51.1","","","","1"
"1992","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","56.2","","","","1"
"1993","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","59.9","","","","1"
"1994","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","64.0","","","","1"
"1995","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","68.6","","","","1"
"1996","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","73.4","","","","1"
"1997","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","79.2","","","","1"
"1998","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","84.1","","","","1"
"1999","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","89.0","","","","1"
"2000","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","93.1","","","","1"
"2001","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","96.3","","","","1"
"2002","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","100.0","","","","1"
"2003","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","105.0","","","","1"
"2004","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","110.8","","","","1"
"2005","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","114.0","","","","1"
"2006","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","116.2","","","","1"
"2007","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","119.6","","","","1"
"2008","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","123.1","","","","1"
"2009","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","127.6","","","","1"
"2010","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","132.7","","","","1"
"2011","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","137.7","","","","1"
"2012","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","142.8","","","","1"
"2013","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","147.4","","","","1"
"2014","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","151.8","","","","1"
"2015","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","156.4","","","","1"
"2016","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","160.8","","","","1"
"2017","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","164.6","","","","1"
"2018","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","169.3","","","","1"
"2019","Canada","2016A000011124","Education","2002=100","17","units","0","v41693496","2.248","170.8","","","","1"
"1974","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","14.3","","","","1"
"1975","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","14.4","","","","1"
"1976","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","14.5","","","","1"
"1977","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","15.1","","","","1"
"1978","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","16.2","","","","1"
"1979","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","16.7","","","","1"
"1980","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","17.5","","","","1"
"1981","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","19.2","","","","1"
"1982","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","21.2","","","","1"
"1983","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","23.7","","","","1"
"1984","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","25.3","","","","1"
"1985","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","27.1","","","","1"
"1986","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","28.4","","","","1"
"1987","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","29.8","","","","1"
"1988","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","31.5","","","","1"
"1989","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","33.2","","","","1"
"1990","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","36.6","","","","1"
"1991","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","42.7","","","","1"
"1992","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","48.6","","","","1"
"1993","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","52.9","","","","1"
"1994","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","57.8","","","","1"
"1995","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","62.8","","","","1"
"1996","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","68.4","","","","1"
"1997","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","75.7","","","","1"
"1998","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","82.2","","","","1"
"1999","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","88.3","","","","1"
"2000","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","93.2","","","","1"
"2001","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","96.2","","","","1"
"2002","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","100.0","","","","1"
"2003","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","106.0","","","","1"
"2004","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","113.2","","","","1"
"2005","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","117.0","","","","1"
"2006","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","119.6","","","","1"
"2007","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","123.2","","","","1"
"2008","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","127.4","","","","1"
"2009","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","132.5","","","","1"
"2010","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","137.7","","","","1"
"2011","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","143.1","","","","1"
"2012","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","148.8","","","","1"
"2013","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","154.0","","","","1"
"2014","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","158.9","","","","1"
"2015","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","163.7","","","","1"
"2016","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","168.3","","","","1"
"2017","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","173.1","","","","1"
"2018","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","178.3","","","","1"
"2019","Canada","2016A000011124","Tuition fees","2002=100","17","units","0","v41693497","2.249","179.7","","","","1"
"1995","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","82.1","","","","1"
"1996","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","85.5","","","","1"
"1997","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","87.2","","","","1"
"1998","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","86.1","","","","1"
"1999","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","88.8","","","","1"
"2000","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","91.7","","","","1"
"2001","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","95.3","","","","1"
"2002","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","100.0","","","","1"
"2003","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","102.4","","","","1"
"2004","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","103.8","","","","1"
"2005","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","105.2","","","","1"
"2006","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","106.3","","","","1"
"2007","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","107.8","","","","1"
"2008","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","108.9","","","","1"
"2009","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","112.7","","","","1"
"2010","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","119.7","","","","1"
"2011","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","125.3","","","","1"
"2012","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","128.4","","","","1"
"2013","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","131.3","","","","1"
"2014","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","135.5","","","","1"
"2015","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","139.9","","","","1"
"2016","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","143.0","","","","1"
"2017","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","144.5","","","","1"
"2018","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","145.9","","","","1"
"2019","Canada","2016A000011124","School textbooks and supplies","2002=100","17","units","0","v41693498","2.250","147.3","","","","1"
"1970","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","18.6","","","","1"
"1971","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","18.9","","","","1"
"1972","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","19.5","","","","1"
